Date,Vehicle body type,Motive power,Count
2021-04-01T00:00:00.000,Heavy Vehicle,Diesel,2679
2021-04-01T00:00:00.000,Heavy Vehicle,CNG,72
2021-04-01T00:00:00.000,Motorcycle,Other,5
2021-04-01T00:00:00.000,Motorcycle,Diesel,5
2021-04-01T00:00:00.000,Motorcycle,,4
2021-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2021-04-01T00:00:00.000,Light Vehicle,Solar,1
2021-04-01T00:00:00.000,Motorcycle,Solar,1
2021-04-01T00:00:00.000,Light Vehicle,Steam,1
2021-04-01T00:00:00.000,Light Vehicle,,40071
2021-04-01T00:00:00.000,Light Vehicle,CNG,2
2021-05-01T00:00:00.000,Heavy Vehicle,,494
2021-05-01T00:00:00.000,Light Vehicle,,39914
2021-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,442
2021-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,847
2021-05-01T00:00:00.000,Light Vehicle,Petrol,232496
2021-05-01T00:00:00.000,Light Vehicle,Other,123
2021-05-01T00:00:00.000,Light Vehicle,LPG,725
2021-05-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,20
2021-05-01T00:00:00.000,Light Vehicle,Hybrid,5868
2021-05-01T00:00:00.000,Light Vehicle,Electric,872
2021-05-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,16
2021-05-01T00:00:00.000,Light Vehicle,Diesel,59226
2021-05-01T00:00:00.000,Motorcycle,Petrol,11957
2021-05-01T00:00:00.000,Motorcycle,Electric,141
2021-05-01T00:00:00.000,Heavy Vehicle,Petrol,31
2021-05-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-05-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-05-01T00:00:00.000,Heavy Vehicle,Diesel,2671
2021-05-01T00:00:00.000,Heavy Vehicle,CNG,72
2021-05-01T00:00:00.000,Motorcycle,Other,5
2021-05-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2021-05-01T00:00:00.000,Motorcycle,,4
2021-05-01T00:00:00.000,Motorcycle,Diesel,4
2021-05-01T00:00:00.000,Light Vehicle,Solar,1
2021-05-01T00:00:00.000,Motorcycle,Solar,1
2021-05-01T00:00:00.000,Light Vehicle,Steam,1
2021-05-01T00:00:00.000,Light Vehicle,CNG,2
2021-05-01T00:00:00.000,Heavy Vehicle,,494
2021-05-01T00:00:00.000,Light Vehicle,,39914
2021-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,442
2021-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,847
2021-05-01T00:00:00.000,Light Vehicle,Petrol,232496
2021-05-01T00:00:00.000,Light Vehicle,Other,123
2021-05-01T00:00:00.000,Light Vehicle,LPG,725
2021-05-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,20
2021-05-01T00:00:00.000,Light Vehicle,Hybrid,5868
2021-05-01T00:00:00.000,Light Vehicle,Electric,872
2021-05-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,16
2021-05-01T00:00:00.000,Light Vehicle,Diesel,59226
2021-05-01T00:00:00.000,Motorcycle,Petrol,11957
2021-05-01T00:00:00.000,Motorcycle,Electric,141
2021-05-01T00:00:00.000,Heavy Vehicle,Petrol,31
2021-05-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-05-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-05-01T00:00:00.000,Heavy Vehicle,Diesel,2671
2021-05-01T00:00:00.000,Heavy Vehicle,CNG,72
2021-05-01T00:00:00.000,Motorcycle,Other,5
2021-05-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2021-05-01T00:00:00.000,Motorcycle,,4
2021-05-01T00:00:00.000,Motorcycle,Diesel,4
2021-05-01T00:00:00.000,Light Vehicle,Solar,1
2021-05-01T00:00:00.000,Motorcycle,Solar,1
2021-05-01T00:00:00.000,Light Vehicle,Steam,1
2021-05-01T00:00:00.000,Light Vehicle,CNG,2
2021-06-01T00:00:00.000,Heavy Vehicle,,487
2021-06-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,463
2021-06-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,821
2021-06-01T00:00:00.000,Light Vehicle,Petrol,231842
2021-06-01T00:00:00.000,Light Vehicle,Other,121
2021-06-01T00:00:00.000,Light Vehicle,LPG,728
2021-06-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,20
2021-06-01T00:00:00.000,Light Vehicle,Hybrid,5972
2021-06-01T00:00:00.000,Light Vehicle,Electric,1023
2021-06-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-06-01T00:00:00.000,Light Vehicle,Diesel,59276
2021-06-01T00:00:00.000,Motorcycle,Petrol,11343
2021-06-01T00:00:00.000,Motorcycle,Electric,111
2021-06-01T00:00:00.000,Light Vehicle,,39528
2021-06-01T00:00:00.000,Heavy Vehicle,Petrol,31
2021-06-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-06-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-06-01T00:00:00.000,Heavy Vehicle,Diesel,2683
2021-06-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-06-01T00:00:00.000,Motorcycle,Diesel,5
2021-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2021-06-01T00:00:00.000,Motorcycle,,4
2021-06-01T00:00:00.000,Motorcycle,Other,4
2021-06-01T00:00:00.000,Light Vehicle,Solar,1
2021-06-01T00:00:00.000,Motorcycle,Solar,1
2021-06-01T00:00:00.000,Light Vehicle,Steam,1
2021-06-01T00:00:00.000,Light Vehicle,CNG,2
2021-06-01T00:00:00.000,Heavy Vehicle,,487
2021-06-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,463
2021-06-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,821
2021-06-01T00:00:00.000,Light Vehicle,Petrol,231842
2021-06-01T00:00:00.000,Light Vehicle,Other,121
2021-06-01T00:00:00.000,Light Vehicle,LPG,728
2021-06-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,20
2021-06-01T00:00:00.000,Light Vehicle,Hybrid,5972
2021-06-01T00:00:00.000,Light Vehicle,Electric,1023
2021-06-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-06-01T00:00:00.000,Light Vehicle,Diesel,59276
2021-06-01T00:00:00.000,Motorcycle,Petrol,11343
2021-06-01T00:00:00.000,Motorcycle,Electric,111
2021-06-01T00:00:00.000,Light Vehicle,,39528
2021-06-01T00:00:00.000,Heavy Vehicle,Petrol,31
2021-06-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-06-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-06-01T00:00:00.000,Heavy Vehicle,Diesel,2683
2021-06-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-06-01T00:00:00.000,Motorcycle,Diesel,5
2021-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2021-06-01T00:00:00.000,Motorcycle,,4
2021-06-01T00:00:00.000,Motorcycle,Other,4
2021-06-01T00:00:00.000,Light Vehicle,Solar,1
2021-06-01T00:00:00.000,Motorcycle,Solar,1
2021-06-01T00:00:00.000,Light Vehicle,Steam,1
2021-06-01T00:00:00.000,Light Vehicle,CNG,2
2021-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,486
2021-07-01T00:00:00.000,Light Vehicle,,39361
2021-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,824
2021-07-01T00:00:00.000,Light Vehicle,Petrol,232204
2021-07-01T00:00:00.000,Light Vehicle,Other,122
2021-07-01T00:00:00.000,Light Vehicle,LPG,721
2021-07-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,20
2021-07-01T00:00:00.000,Light Vehicle,Hybrid,6070
2021-07-01T00:00:00.000,Light Vehicle,Electric,1116
2021-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-07-01T00:00:00.000,Light Vehicle,Diesel,59479
2021-07-01T00:00:00.000,Motorcycle,Petrol,11059
2021-07-01T00:00:00.000,Motorcycle,Electric,113
2021-07-01T00:00:00.000,Heavy Vehicle,,484
2021-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-07-01T00:00:00.000,Heavy Vehicle,Petrol,29
2021-07-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-07-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-07-01T00:00:00.000,Heavy Vehicle,Diesel,2685
2021-07-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-07-01T00:00:00.000,Motorcycle,Diesel,5
2021-07-01T00:00:00.000,Motorcycle,Other,3
2021-07-01T00:00:00.000,Motorcycle,,4
2021-07-01T00:00:00.000,Light Vehicle,Solar,1
2021-07-01T00:00:00.000,Motorcycle,Solar,1
2021-07-01T00:00:00.000,Light Vehicle,Steam,1
2021-07-01T00:00:00.000,Light Vehicle,CNG,2
2021-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,486
2021-07-01T00:00:00.000,Light Vehicle,,39361
2021-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,824
2021-07-01T00:00:00.000,Light Vehicle,Petrol,232204
2021-07-01T00:00:00.000,Light Vehicle,Other,122
2021-07-01T00:00:00.000,Light Vehicle,LPG,721
2021-07-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,20
2021-07-01T00:00:00.000,Light Vehicle,Hybrid,6070
2021-07-01T00:00:00.000,Light Vehicle,Electric,1116
2021-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-07-01T00:00:00.000,Light Vehicle,Diesel,59479
2021-07-01T00:00:00.000,Motorcycle,Petrol,11059
2021-07-01T00:00:00.000,Motorcycle,Electric,113
2021-07-01T00:00:00.000,Heavy Vehicle,,484
2021-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-07-01T00:00:00.000,Heavy Vehicle,Petrol,29
2021-07-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-07-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-07-01T00:00:00.000,Heavy Vehicle,Diesel,2685
2021-07-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-07-01T00:00:00.000,Motorcycle,Diesel,5
2021-07-01T00:00:00.000,Motorcycle,Other,3
2021-07-01T00:00:00.000,Motorcycle,,4
2021-07-01T00:00:00.000,Light Vehicle,Solar,1
2021-07-01T00:00:00.000,Motorcycle,Solar,1
2021-07-01T00:00:00.000,Light Vehicle,Steam,1
2021-07-01T00:00:00.000,Light Vehicle,CNG,2
2021-08-01T00:00:00.000,Light Vehicle,,38944
2021-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,498
2021-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,794
2021-08-01T00:00:00.000,Light Vehicle,Petrol,229325
2021-08-01T00:00:00.000,Light Vehicle,Other,121
2021-08-01T00:00:00.000,Light Vehicle,LPG,712
2021-08-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-08-01T00:00:00.000,Light Vehicle,Hybrid,6056
2021-08-01T00:00:00.000,Light Vehicle,Electric,1147
2021-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2021-08-01T00:00:00.000,Light Vehicle,Diesel,59006
2021-08-01T00:00:00.000,Motorcycle,Petrol,10984
2021-08-01T00:00:00.000,Motorcycle,Electric,117
2021-08-01T00:00:00.000,Heavy Vehicle,,462
2021-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-08-01T00:00:00.000,Heavy Vehicle,Petrol,30
2021-08-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-08-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-08-01T00:00:00.000,Heavy Vehicle,Diesel,2659
2021-08-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-08-01T00:00:00.000,Motorcycle,Diesel,5
2021-08-01T00:00:00.000,Motorcycle,,4
2021-08-01T00:00:00.000,Motorcycle,Other,4
2021-08-01T00:00:00.000,Light Vehicle,Solar,1
2021-08-01T00:00:00.000,Motorcycle,Solar,1
2021-08-01T00:00:00.000,Light Vehicle,CNG,2
2021-08-01T00:00:00.000,Light Vehicle,,38944
2021-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,498
2021-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,794
2021-08-01T00:00:00.000,Light Vehicle,Petrol,229325
2021-08-01T00:00:00.000,Light Vehicle,Other,121
2021-08-01T00:00:00.000,Light Vehicle,LPG,712
2021-08-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-08-01T00:00:00.000,Light Vehicle,Hybrid,6056
2021-08-01T00:00:00.000,Light Vehicle,Electric,1147
2021-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2021-08-01T00:00:00.000,Light Vehicle,Diesel,59006
2021-08-01T00:00:00.000,Motorcycle,Petrol,10984
2021-08-01T00:00:00.000,Motorcycle,Electric,117
2021-08-01T00:00:00.000,Heavy Vehicle,,462
2021-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-08-01T00:00:00.000,Heavy Vehicle,Petrol,30
2021-08-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-08-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-08-01T00:00:00.000,Heavy Vehicle,Diesel,2659
2021-08-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-08-01T00:00:00.000,Motorcycle,Diesel,5
2021-08-01T00:00:00.000,Motorcycle,,4
2021-08-01T00:00:00.000,Motorcycle,Other,4
2021-08-01T00:00:00.000,Light Vehicle,Solar,1
2021-08-01T00:00:00.000,Motorcycle,Solar,1
2021-08-01T00:00:00.000,Light Vehicle,CNG,2
2021-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,518
2021-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,801
2021-09-01T00:00:00.000,Light Vehicle,Other,116
2021-09-01T00:00:00.000,Light Vehicle,LPG,681
2021-09-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-09-01T00:00:00.000,Light Vehicle,Hybrid,6097
2021-09-01T00:00:00.000,Light Vehicle,Electric,1157
2021-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-09-01T00:00:00.000,Light Vehicle,,38520
2021-09-01T00:00:00.000,Light Vehicle,Diesel,58635
2021-09-01T00:00:00.000,Motorcycle,Petrol,11261
2021-09-01T00:00:00.000,Motorcycle,Electric,116
2021-09-01T00:00:00.000,Heavy Vehicle,,466
2021-09-01T00:00:00.000,Light Vehicle,Petrol,227108
2021-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-09-01T00:00:00.000,Heavy Vehicle,Petrol,29
2021-09-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-09-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-09-01T00:00:00.000,Heavy Vehicle,Diesel,2651
2021-09-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-09-01T00:00:00.000,Motorcycle,,4
2021-09-01T00:00:00.000,Motorcycle,Other,4
2021-09-01T00:00:00.000,Motorcycle,Diesel,4
2021-09-01T00:00:00.000,Light Vehicle,Solar,1
2021-09-01T00:00:00.000,Motorcycle,Solar,1
2021-09-01T00:00:00.000,Light Vehicle,CNG,2
2021-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,518
2021-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,801
2021-09-01T00:00:00.000,Light Vehicle,Other,116
2021-09-01T00:00:00.000,Light Vehicle,LPG,681
2021-09-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-09-01T00:00:00.000,Light Vehicle,Hybrid,6097
2021-09-01T00:00:00.000,Light Vehicle,Electric,1157
2021-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-09-01T00:00:00.000,Light Vehicle,,38520
2021-09-01T00:00:00.000,Light Vehicle,Diesel,58635
2021-09-01T00:00:00.000,Motorcycle,Petrol,11261
2021-09-01T00:00:00.000,Motorcycle,Electric,116
2021-09-01T00:00:00.000,Heavy Vehicle,,466
2021-09-01T00:00:00.000,Light Vehicle,Petrol,227108
2021-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-09-01T00:00:00.000,Heavy Vehicle,Petrol,29
2021-09-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-09-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-09-01T00:00:00.000,Heavy Vehicle,Diesel,2651
2021-09-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-09-01T00:00:00.000,Motorcycle,,4
2021-09-01T00:00:00.000,Motorcycle,Other,4
2021-09-01T00:00:00.000,Motorcycle,Diesel,4
2021-09-01T00:00:00.000,Light Vehicle,Solar,1
2021-09-01T00:00:00.000,Motorcycle,Solar,1
2021-09-01T00:00:00.000,Light Vehicle,CNG,2
2021-10-01T00:00:00.000,Motorcycle,Diesel,5
2021-10-01T00:00:00.000,Light Vehicle,,38721
2021-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,532
2021-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,780
2021-10-01T00:00:00.000,Light Vehicle,Petrol,228707
2021-10-01T00:00:00.000,Light Vehicle,Other,118
2021-10-01T00:00:00.000,Light Vehicle,LPG,678
2021-10-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-10-01T00:00:00.000,Light Vehicle,Hybrid,6253
2021-10-01T00:00:00.000,Light Vehicle,Electric,1266
2021-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2021-10-01T00:00:00.000,Light Vehicle,Diesel,59029
2021-10-01T00:00:00.000,Motorcycle,Petrol,12071
2021-10-01T00:00:00.000,Motorcycle,Electric,127
2021-10-01T00:00:00.000,Heavy Vehicle,,468
2021-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-10-01T00:00:00.000,Heavy Vehicle,Petrol,27
2021-10-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-10-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-10-01T00:00:00.000,Heavy Vehicle,Diesel,2670
2021-10-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-10-01T00:00:00.000,Motorcycle,,4
2021-10-01T00:00:00.000,Motorcycle,Other,4
2021-10-01T00:00:00.000,Light Vehicle,Solar,1
2021-10-01T00:00:00.000,Motorcycle,Solar,1
2021-10-01T00:00:00.000,Light Vehicle,CNG,2
2021-10-01T00:00:00.000,Motorcycle,Diesel,5
2021-10-01T00:00:00.000,Light Vehicle,,38721
2021-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,532
2021-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,780
2021-10-01T00:00:00.000,Light Vehicle,Petrol,228707
2021-10-01T00:00:00.000,Light Vehicle,Other,118
2021-10-01T00:00:00.000,Light Vehicle,LPG,678
2021-10-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-10-01T00:00:00.000,Light Vehicle,Hybrid,6253
2021-10-01T00:00:00.000,Light Vehicle,Electric,1266
2021-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2021-10-01T00:00:00.000,Light Vehicle,Diesel,59029
2021-10-01T00:00:00.000,Motorcycle,Petrol,12071
2021-10-01T00:00:00.000,Motorcycle,Electric,127
2021-10-01T00:00:00.000,Heavy Vehicle,,468
2021-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-10-01T00:00:00.000,Heavy Vehicle,Petrol,27
2021-10-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-10-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-10-01T00:00:00.000,Heavy Vehicle,Diesel,2670
2021-10-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-10-01T00:00:00.000,Motorcycle,,4
2021-10-01T00:00:00.000,Motorcycle,Other,4
2021-10-01T00:00:00.000,Light Vehicle,Solar,1
2021-10-01T00:00:00.000,Motorcycle,Solar,1
2021-10-01T00:00:00.000,Light Vehicle,CNG,2
2021-11-01T00:00:00.000,Motorcycle,Diesel,6
2021-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,548
2021-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,806
2021-11-01T00:00:00.000,Light Vehicle,Petrol,231375
2021-11-01T00:00:00.000,Light Vehicle,Other,117
2021-11-01T00:00:00.000,Light Vehicle,LPG,695
2021-11-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-11-01T00:00:00.000,Light Vehicle,Hybrid,6403
2021-11-01T00:00:00.000,Light Vehicle,Electric,1396
2021-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2021-11-01T00:00:00.000,Light Vehicle,Diesel,59810
2021-11-01T00:00:00.000,Motorcycle,Petrol,12510
2021-11-01T00:00:00.000,Motorcycle,Electric,130
2021-11-01T00:00:00.000,Light Vehicle,,39293
2021-11-01T00:00:00.000,Heavy Vehicle,,468
2021-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-11-01T00:00:00.000,Heavy Vehicle,Petrol,26
2021-11-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-11-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-11-01T00:00:00.000,Heavy Vehicle,Diesel,2682
2021-11-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-11-01T00:00:00.000,Motorcycle,,4
2021-11-01T00:00:00.000,Motorcycle,Other,4
2021-11-01T00:00:00.000,Light Vehicle,Solar,1
2021-11-01T00:00:00.000,Motorcycle,Solar,1
2021-11-01T00:00:00.000,Light Vehicle,CNG,2
2021-11-01T00:00:00.000,Motorcycle,Diesel,6
2021-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,548
2021-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,806
2021-11-01T00:00:00.000,Light Vehicle,Petrol,231375
2021-11-01T00:00:00.000,Light Vehicle,Other,117
2021-11-01T00:00:00.000,Light Vehicle,LPG,695
2021-11-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-11-01T00:00:00.000,Light Vehicle,Hybrid,6403
2021-11-01T00:00:00.000,Light Vehicle,Electric,1396
2021-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2021-11-01T00:00:00.000,Light Vehicle,Diesel,59810
2021-11-01T00:00:00.000,Motorcycle,Petrol,12510
2021-11-01T00:00:00.000,Motorcycle,Electric,130
2021-11-01T00:00:00.000,Light Vehicle,,39293
2021-11-01T00:00:00.000,Heavy Vehicle,,468
2021-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-11-01T00:00:00.000,Heavy Vehicle,Petrol,26
2021-11-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-11-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-11-01T00:00:00.000,Heavy Vehicle,Diesel,2682
2021-11-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-11-01T00:00:00.000,Motorcycle,,4
2021-11-01T00:00:00.000,Motorcycle,Other,4
2021-11-01T00:00:00.000,Light Vehicle,Solar,1
2021-11-01T00:00:00.000,Motorcycle,Solar,1
2021-11-01T00:00:00.000,Light Vehicle,CNG,2
2021-12-01T00:00:00.000,Light Vehicle,,39888
2021-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,560
2021-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,803
2021-12-01T00:00:00.000,Light Vehicle,Petrol,232395
2021-12-01T00:00:00.000,Light Vehicle,Other,118
2021-12-01T00:00:00.000,Light Vehicle,LPG,677
2021-12-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-12-01T00:00:00.000,Light Vehicle,Hybrid,6488
2021-12-01T00:00:00.000,Light Vehicle,Electric,1459
2021-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2021-12-01T00:00:00.000,Light Vehicle,Diesel,60302
2021-12-01T00:00:00.000,Motorcycle,Petrol,12963
2021-12-01T00:00:00.000,Motorcycle,Electric,132
2021-12-01T00:00:00.000,Motorcycle,Diesel,6
2021-12-01T00:00:00.000,Heavy Vehicle,,468
2021-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-12-01T00:00:00.000,Heavy Vehicle,Petrol,27
2021-12-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-12-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-12-01T00:00:00.000,Heavy Vehicle,Diesel,2686
2021-12-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-12-01T00:00:00.000,Motorcycle,,4
2021-12-01T00:00:00.000,Motorcycle,Other,4
2021-12-01T00:00:00.000,Light Vehicle,Solar,1
2021-12-01T00:00:00.000,Motorcycle,Solar,1
2021-12-01T00:00:00.000,Light Vehicle,CNG,2
2021-12-01T00:00:00.000,Light Vehicle,,39888
2021-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,560
2021-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,803
2021-12-01T00:00:00.000,Light Vehicle,Petrol,232395
2021-12-01T00:00:00.000,Light Vehicle,Other,118
2021-12-01T00:00:00.000,Light Vehicle,LPG,677
2021-12-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-12-01T00:00:00.000,Light Vehicle,Hybrid,6488
2021-12-01T00:00:00.000,Light Vehicle,Electric,1459
2021-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2021-12-01T00:00:00.000,Light Vehicle,Diesel,60302
2021-12-01T00:00:00.000,Motorcycle,Petrol,12963
2021-12-01T00:00:00.000,Motorcycle,Electric,132
2021-12-01T00:00:00.000,Motorcycle,Diesel,6
2021-12-01T00:00:00.000,Heavy Vehicle,,468
2021-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-12-01T00:00:00.000,Heavy Vehicle,Petrol,27
2021-12-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-12-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-12-01T00:00:00.000,Heavy Vehicle,Diesel,2686
2021-12-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-12-01T00:00:00.000,Motorcycle,,4
2021-12-01T00:00:00.000,Motorcycle,Other,4
2021-12-01T00:00:00.000,Light Vehicle,Solar,1
2021-12-01T00:00:00.000,Motorcycle,Solar,1
2021-12-01T00:00:00.000,Light Vehicle,CNG,2
2022-01-01T00:00:00.000,Light Vehicle,,40003
2022-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,585
2022-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,808
2022-01-01T00:00:00.000,Light Vehicle,Petrol,231957
2022-01-01T00:00:00.000,Light Vehicle,Other,117
2022-01-01T00:00:00.000,Light Vehicle,LPG,680
2022-01-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,22
2022-01-01T00:00:00.000,Light Vehicle,Hybrid,6586
2022-01-01T00:00:00.000,Light Vehicle,Electric,1482
2022-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2022-01-01T00:00:00.000,Light Vehicle,Diesel,60342
2022-01-01T00:00:00.000,Motorcycle,Petrol,12933
2022-01-01T00:00:00.000,Motorcycle,Electric,142
